0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
19,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
20,Block,8,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
21,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
22,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
24,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
25,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
26,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
27,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
28,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
30,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
31,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,5,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
33,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
34,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
35,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
36,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
37,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
38,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
39,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
40,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
41,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
42,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
43,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
44,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
45,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
46,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
47,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
48,Block,4,Face,4,Pattern,BlackSquare,action,RotateRight
49,Block,4,Face,4,Pattern,BlackSquare,action,RotateLeft
50,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
51,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
52,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
53,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
54,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
55,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
56,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
57,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
58,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
59,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
60,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
61,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
62,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
63,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
13,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
14,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
16,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
17,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
19,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
20,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
21,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
23,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
24,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
27,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
28,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
29,Block,2,Face,3,Pattern,WhiteSquare,action,RotateRight
30,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
31,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
33,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
34,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
35,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
36,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
37,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
38,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
40,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
41,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
42,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
43,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
44,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
45,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
46,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
47,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
48,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
49,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
50,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
51,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
52,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
53,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
54,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
55,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
56,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
57,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
58,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
59,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
60,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
61,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
62,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
63,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
64,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
65,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
7,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
9,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
11,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
12,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
13,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
14,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
15,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
16,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
17,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
18,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
19,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
21,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
22,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
23,Block,4,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
24,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
25,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
26,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
27,Block,4,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
28,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
29,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
30,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
31,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
33,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
34,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
35,Block,3,Face,5,Pattern,BlackSquare,action,RotateRight
36,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
37,Block,3,Face,4,Pattern,BlackSquare,action,RotateRight
38,Block,3,Face,4,Pattern,BlackSquare,action,RotateLeft
39,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
40,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
41,Block,3,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
42,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
43,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
44,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
45,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
46,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
47,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
48,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
49,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
50,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
51,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
52,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
53,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
54,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
55,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
56,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
57,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
58,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
59,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
60,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
61,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
62,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
63,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
64,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
65,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
7,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,6,Face,3,Pattern,WhiteSquare,action,RotateRight
14,Block,6,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
15,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
16,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
17,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
19,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
20,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
21,Block,5,Face,5,Pattern,BlackSquare,action,RotateRight
22,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
23,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
24,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
25,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
26,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
27,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
29,Block,3,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
30,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
31,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
32,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
33,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
34,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
35,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
36,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
37,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
38,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
40,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
41,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
43,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
44,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
45,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
46,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
47,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
48,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
49,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
50,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
51,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
52,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
53,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
54,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
55,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
56,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
57,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
58,Block,1,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
59,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
60,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
61,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
62,Block,1,Face,2,Pattern,WhiteSquare,action,RotateLeft
63,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
64,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
65,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
66,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
67,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
68,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
69,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
70,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
71,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
72,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
73,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
74,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
75,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
76,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
77,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
78,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
79,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
80,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
81,Block,1,Face,2,Pattern,WhiteSquare,action,RotateRight
82,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
5,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
6,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
7,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
9,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
10,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
11,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
13,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
15,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
16,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
17,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
18,Block,6,Face,3,Pattern,WhiteSquare,action,RotateLeft
19,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
20,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
21,Block,6,Face,2,Pattern,WhiteSquare,action,RotateLeft
22,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
23,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
24,Block,6,Face,2,Pattern,WhiteSquare,action,RotateRight
25,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
26,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
27,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
29,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
30,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
32,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
33,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
34,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
35,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
36,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
37,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
39,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
40,Block,3,Face,4,Pattern,BlackSquare,action,RotateLeft
41,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
42,Block,3,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
43,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
44,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
45,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
46,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
48,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
49,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
50,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
51,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
7,Block,8,Face,2,Pattern,WhiteSquare,action,RotateLeft
8,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
9,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
11,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
13,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
14,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
15,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
17,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
18,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
19,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
20,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
21,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
22,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
23,Block,4,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
24,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
25,Block,4,Face,4,Pattern,BlackSquare,action,RotateLeft
26,Block,4,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
27,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
28,Block,4,Face,5,Pattern,BlackSquare,action,RotateLeft
29,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
30,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
31,Block,4,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
32,Block,4,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
33,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
34,Block,4,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
35,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
36,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
37,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
38,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
39,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
40,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
41,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
42,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
43,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
44,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
45,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
46,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
48,Block,2,Face,2,Pattern,WhiteSquare,action,RotateLeft
49,Block,2,Face,2,Pattern,WhiteSquare,action,RotateRight
50,Block,2,Face,2,Pattern,WhiteSquare,action,RotateRight
